FIPS Code,County Name,State,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,Percent adults fully vaccinated against COVID-19 (as of 6/10/21),Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White
48093,"Comanche County, Texas",TEXAS,12.78%,19.01%,8.60%,0.73,High Vulnerability,0.92,Very High Concern,,27.92%,0.69%,0.61%,0.60%,0%,69.46%
48083,"Coleman County, Texas",TEXAS,12.78%,19.01%,8.60%,0.42,Moderate Vulnerability,0.94,Very High Concern,,17.52%,0.53%,0.50%,1.61%,0%,76.83%
48077,"Clay County, Texas",TEXAS,12.93%,18.98%,8.70%,0.32,Low Vulnerability,0.68,High Concern,,6.28%,0.97%,1.12%,0.45%,0%,89.77%
48103,"Crane County, Texas",TEXAS,11.66%,17.65%,7.89%,0.47,Moderate Vulnerability,0.93,Very High Concern,,64.37%,0.21%,1.98%,2.31%,0%,31.13%
48091,"Comal County, Texas",TEXAS,9.37%,13.69%,6.19%,0.24,Low Vulnerability,0.64,High Concern,,27.36%,0.08%,1.11%,2%,0.03%,67.51%
48109,"Culberson County, Texas",TEXAS,11.66%,17.65%,7.89%,1,Very High Vulnerability,1,Very High Concern,,71.05%,0.05%,0.59%,0.14%,0%,25.38%
48187,"Guadalupe County, Texas",TEXAS,10.24%,15.43%,6.67%,0.43,Moderate Vulnerability,0.77,High Concern,,37.92%,0.18%,1.63%,7.58%,0.10%,50.36%
48179,"Gray County, Texas",TEXAS,12.41%,18.83%,8.24%,0.84,Very High Vulnerability,0.95,Very High Concern,,29%,0.66%,0.67%,4.31%,0.20%,63.32%
48185,"Grimes County, Texas",TEXAS,12.25%,18.64%,8.27%,0.86,Very High Vulnerability,0.9,Very High Concern,,24.16%,0.25%,0.20%,14.88%,0%,58.50%
48183,"Gregg County, Texas",TEXAS,12.65%,19.24%,8.51%,0.88,Very High Vulnerability,0.79,High Concern,,18.71%,0.17%,1.28%,19.79%,0.11%,57.51%
48181,"Grayson County, Texas",TEXAS,13.17%,19.45%,8.81%,0.66,High Vulnerability,0.79,High Concern,,13.42%,1.03%,1.57%,5.24%,0.01%,75.41%
48199,"Hardin County, Texas",TEXAS,13.38%,19.49%,8.99%,0.25,Low Vulnerability,0.81,Very High Concern,,5.69%,0.26%,0.62%,5.55%,0%,86.49%
48201,"Harris County, Texas",TEXAS,10.57%,16.69%,6.91%,0.72,High Vulnerability,0.79,High Concern,,42.94%,0.17%,6.92%,18.57%,0.05%,29.59%
48203,"Harrison County, Texas",TEXAS,12.76%,19.01%,8.61%,0.73,High Vulnerability,0.94,Very High Concern,,13.11%,0.25%,0.79%,20.67%,0.02%,63.59%
48197,"Hardeman County, Texas",TEXAS,12.93%,18.98%,8.70%,0.73,High Vulnerability,0.96,Very High Concern,,18.99%,1.14%,0%,5.88%,0%,71.69%
48281,"Lampasas County, Texas",TEXAS,12.64%,19.29%,8.47%,0.54,Moderate Vulnerability,0.88,Very High Concern,,19.42%,0.35%,1.15%,4.33%,0.35%,72.59%
48279,"Lamb County, Texas",TEXAS,11.43%,17.58%,7.66%,0.9,Very High Vulnerability,0.99,Very High Concern,,55.56%,0.36%,0.52%,2.99%,0%,39.31%
48289,"Leon County, Texas",TEXAS,12.25%,18.64%,8.27%,0.62,High Vulnerability,0.92,Very High Concern,,14.57%,0.60%,0.80%,6.71%,0.32%,76.13%
48287,"Lee County, Texas",TEXAS,12.40%,18.80%,8.27%,0.68,High Vulnerability,0.88,Very High Concern,,23.68%,0%,0.99%,11.13%,0%,63.34%
48291,"Liberty County, Texas",TEXAS,13.77%,20.28%,9.29%,0.94,Very High Vulnerability,0.97,Very High Concern,,24.84%,0.49%,0.52%,9.84%,0.01%,63.30%
48285,"Lavaca County, Texas",TEXAS,11.34%,17.09%,7.62%,0.69,High Vulnerability,0.91,Very High Concern,,18.91%,0.03%,0.47%,6.16%,0%,73.51%
48283,"La Salle County, Texas",TEXAS,10.70%,17.24%,7.05%,0.82,Very High Vulnerability,0.97,Very High Concern,,84.09%,0%,0.16%,1.46%,0%,13.24%
48293,"Limestone County, Texas",TEXAS,12.48%,18.80%,8.50%,0.95,Very High Vulnerability,0.98,Very High Concern,,21.91%,0.46%,0.76%,16.85%,0.29%,58.65%
48297,"Live Oak County, Texas",TEXAS,11.46%,18.67%,7.42%,0.69,High Vulnerability,0.95,Very High Concern,,39.99%,0%,1.43%,2.22%,0%,56.05%
48299,"Llano County, Texas",TEXAS,12.64%,19.29%,8.47%,0.47,Moderate Vulnerability,0.76,High Concern,,10.39%,0.60%,0.29%,0.67%,0%,86.44%
48315,"Marion County, Texas",TEXAS,12.76%,19.01%,8.61%,0.69,High Vulnerability,0.97,Very High Concern,,4.14%,0.11%,0.32%,22.90%,0.41%,70.85%
48337,"Montague County, Texas",TEXAS,12.93%,18.98%,8.70%,0.58,Moderate Vulnerability,0.93,Very High Concern,,10.97%,0.82%,0%,0.67%,0%,85.79%
48335,"Mitchell County, Texas",TEXAS,12.78%,19.01%,8.60%,0.62,High Vulnerability,0.97,Very High Concern,,39.88%,1.80%,0.43%,9.02%,0%,47.89%
48325,"Medina County, Texas",TEXAS,11.46%,17.40%,7.56%,0.67,High Vulnerability,0.95,Very High Concern,,51.97%,0.17%,0.69%,2.47%,0.04%,43.57%
48313,"Madison County, Texas",TEXAS,12.25%,18.64%,8.27%,0.84,Very High Vulnerability,0.96,Very High Concern,,23.17%,0.11%,3.36%,16.27%,0.07%,55%
48327,"Menard County, Texas",TEXAS,12.35%,18.73%,8.22%,0.59,Moderate Vulnerability,0.97,Very High Concern,,41.67%,0.14%,0%,0%,0%,54.84%
48329,"Midland County, Texas",TEXAS,10.34%,15.64%,6.70%,0.47,Moderate Vulnerability,0.72,High Concern,,44.73%,0.33%,1.91%,6.22%,0.05%,45.41%
48319,"Mason County, Texas",TEXAS,12.35%,18.73%,8.22%,0.36,Low Vulnerability,0.81,Very High Concern,,22.19%,0%,2.41%,0.05%,0%,74.18%
48311,"McMullen County, Texas",TEXAS,11.46%,18.67%,7.42%,0.76,High Vulnerability,0.83,Very High Concern,,49.74%,1.16%,0%,0%,0%,49.10%
48321,"Matagorda County, Texas",TEXAS,11.14%,17.04%,7.38%,0.91,Very High Vulnerability,0.94,Very High Concern,,42.45%,0.27%,1.93%,10.29%,0.33%,43.63%
48331,"Milam County, Texas",TEXAS,12.25%,18.64%,8.27%,0.76,High Vulnerability,0.95,Very High Concern,,26.43%,0.27%,0.52%,9.20%,0%,62.36%
48339,"Montgomery County, Texas",TEXAS,10.86%,15.85%,7.25%,0.39,Low Vulnerability,0.67,High Concern,,24.14%,0.19%,2.92%,4.80%,0.04%,66.02%
48317,"Martin County, Texas",TEXAS,12.35%,18.73%,8.22%,0.42,Moderate Vulnerability,0.89,Very High Concern,,44.96%,0.18%,0.07%,0.85%,0%,53.94%
48333,"Mills County, Texas",TEXAS,12.64%,19.29%,8.47%,0.77,High Vulnerability,0.95,Very High Concern,,20.99%,0.18%,0.22%,0.39%,0%,78.22%
48323,"Maverick County, Texas",TEXAS,10.70%,17.24%,7.05%,0.97,Very High Vulnerability,1,Very High Concern,,95.18%,1.20%,0.55%,0.32%,0.04%,2.50%
48389,"Reeves County, Texas",TEXAS,11.66%,17.65%,7.89%,0.78,High Vulnerability,0.98,Very High Concern,,74.69%,0%,1.32%,1.34%,0.14%,22.28%
48391,"Refugio County, Texas",TEXAS,11.83%,18%,7.72%,0.94,Very High Vulnerability,0.99,Very High Concern,,50.44%,0.10%,0.29%,6.48%,0%,41.64%
48369,"Parmer County, Texas",TEXAS,12.41%,18.83%,8.24%,0.76,High Vulnerability,0.97,Very High Concern,,63.29%,0.12%,0.34%,1.19%,0%,34.10%
48381,"Randall County, Texas",TEXAS,10.21%,15.21%,6.67%,0.22,Low Vulnerability,0.6,High Concern,,21.63%,0.34%,1.73%,2.52%,0.26%,71.65%
48383,"Reagan County, Texas",TEXAS,12.35%,18.73%,8.22%,0.48,Moderate Vulnerability,0.94,Very High Concern,,68.83%,0%,0.16%,0.85%,0%,29.77%
48367,"Parker County, Texas",TEXAS,11.98%,17.16%,8.11%,0.26,Low Vulnerability,0.68,High Concern,,12.29%,0.52%,0.54%,1.24%,0.04%,83.47%
48375,"Potter County, Texas",TEXAS,12.81%,20.07%,8.64%,0.92,Very High Vulnerability,0.87,Very High Concern,,38.32%,0.41%,5.39%,9.79%,0.20%,44.07%
48385,"Real County, Texas",TEXAS,10.70%,17.24%,7.05%,0.72,High Vulnerability,0.93,Very High Concern,,26.26%,0%,0.06%,0.56%,0%,73.09%
48365,"Panola County, Texas",TEXAS,12.82%,19.18%,8.71%,0.7,High Vulnerability,0.92,Very High Concern,,8.72%,0.15%,0.07%,17.28%,0%,73.18%
48377,"Presidio County, Texas",TEXAS,11.66%,17.65%,7.89%,1,Very High Vulnerability,0.99,Very High Concern,,83.74%,1.95%,1.35%,0%,0%,12.96%
48373,"Polk County, Texas",TEXAS,13.65%,20.60%,9.30%,0.91,Very High Vulnerability,0.97,Very High Concern,,15.27%,1.45%,0.77%,9.69%,0.14%,70.89%
48387,"Red River County, Texas",TEXAS,12.83%,19.37%,8.66%,0.56,Moderate Vulnerability,0.99,Very High Concern,,7.28%,0.32%,0.08%,16.75%,0%,73.39%
48379,"Rains County, Texas",TEXAS,12.85%,18.74%,8.74%,0.4,Moderate Vulnerability,0.89,Very High Concern,,9.12%,0.55%,0.36%,3.53%,0%,85.33%
48371,"Pecos County, Texas",TEXAS,11.66%,17.65%,7.89%,0.82,Very High Vulnerability,0.98,Very High Concern,,68.78%,1.01%,0.61%,3.43%,0.15%,25.18%
48415,"Scurry County, Texas",TEXAS,12.78%,19.01%,8.60%,0.7,High Vulnerability,0.95,Very High Concern,,40.38%,0.02%,0.30%,4.63%,0%,52.76%
48417,"Shackelford County, Texas",TEXAS,12.78%,19.01%,8.60%,0.69,High Vulnerability,0.72,High Concern,,11.53%,0.30%,0.24%,0.21%,0%,85.44%
48407,"San Jacinto County, Texas",TEXAS,13.65%,20.60%,9.30%,0.69,High Vulnerability,0.89,Very High Concern,,13.11%,0.77%,0.03%,8.93%,0.04%,74.67%
48409,"San Patricio County, Texas",TEXAS,11.83%,18%,7.72%,0.83,Very High Vulnerability,0.97,Very High Concern,,57.79%,0.18%,0.99%,1.46%,0.05%,38.39%
48419,"Shelby County, Texas",TEXAS,14.28%,21.69%,9.83%,0.95,Very High Vulnerability,0.99,Very High Concern,,18.32%,0.14%,0.45%,18.95%,0%,61.58%
48411,"San Saba County, Texas",TEXAS,12.64%,19.29%,8.47%,0.73,High Vulnerability,0.97,Very High Concern,,30.10%,0%,0.15%,2.02%,0%,64.21%
48413,"Schleicher County, Texas",TEXAS,12.35%,18.73%,8.22%,0.59,Moderate Vulnerability,0.96,Very High Concern,,52.97%,0%,0%,0.54%,0.37%,46.13%
48423,"Smith County, Texas",TEXAS,11.60%,17.66%,7.68%,0.75,High Vulnerability,0.67,High Concern,,19.50%,0.30%,1.68%,17.22%,0.09%,59.73%
48433,"Stonewall County, Texas",TEXAS,12.78%,19.01%,8.60%,0.32,Low Vulnerability,0.79,High Concern,,21.27%,0%,0%,2.03%,0%,75.88%
48431,"Sterling County, Texas",TEXAS,12.35%,18.73%,8.22%,0.41,Moderate Vulnerability,0.8,Very High Concern,,52.07%,0%,0%,0%,0%,46.95%
48435,"Sutton County, Texas",TEXAS,12.35%,18.73%,8.22%,0.6,High Vulnerability,0.94,Very High Concern,,65.64%,0.03%,0%,0.08%,0.16%,34.10%
48479,"Webb County, Texas",TEXAS,10.39%,16.63%,6.74%,0.95,Very High Vulnerability,0.99,Very High Concern,,95.47%,0.04%,0.48%,0.29%,0.01%,3.53%
48453,"Travis County, Texas",TEXAS,9.16%,13.91%,5.88%,0.38,Low Vulnerability,0.69,High Concern,,33.81%,0.17%,6.62%,7.86%,0.03%,48.96%
51101,"King William County, Virginia",VIRGINIA,5.81%,11.40%,3.99%,0.04,Very Low Vulnerability,0.06,Very Low Concern,32.10%,2.65%,0.81%,1.20%,16.07%,0%,76.77%
51103,"Lancaster County, Virginia",VIRGINIA,6.13%,12.35%,4.24%,0.16,Very Low Vulnerability,0.11,Very Low Concern,35.60%,0.62%,0%,0.84%,30.82%,0%,67.48%
51093,"Isle of Wight County, Virginia",VIRGINIA,6.38%,13.01%,4.34%,0.34,Low Vulnerability,0.14,Very Low Concern,15.40%,3.05%,0.35%,0.91%,22.19%,0.07%,70.67%
51111,"Lunenburg County, Virginia",VIRGINIA,7.14%,14.74%,4.97%,0.86,Very High Vulnerability,0.5,Moderate Concern,33.50%,4.96%,0%,2.77%,31.10%,0%,59.40%
51109,"Louisa County, Virginia",VIRGINIA,6.11%,12.13%,4.23%,0.33,Low Vulnerability,0.21,Low Concern,3.10%,2.94%,0.25%,0.58%,14.72%,0%,78.04%
51095,"James City County, Virginia",VIRGINIA,4.81%,9.73%,3.28%,0.12,Very Low Vulnerability,0.01,Very Low Concern,7.30%,5.76%,0.07%,2.42%,12.90%,0.01%,75.59%
51087,"Henrico County, Virginia",VIRGINIA,5.16%,10.72%,3.46%,0.26,Low Vulnerability,0.04,Very Low Concern,21.30%,5.65%,0.15%,8.28%,29.45%,0.04%,53.08%
51097,"King and Queen County, Virginia",VIRGINIA,6.13%,12.35%,4.24%,0.32,Low Vulnerability,0.28,Low Concern,26.70%,3.21%,0.04%,0%,26.17%,0%,66.16%
51107,"Loudoun County, Virginia",VIRGINIA,3.71%,7.18%,2.58%,0.09,Very Low Vulnerability,0.05,Very Low Concern,48.90%,13.62%,0.22%,18.46%,7.26%,0.08%,56.11%
51089,"Henry County, Virginia",VIRGINIA,6.72%,13.88%,4.61%,0.89,Very High Vulnerability,0.59,Moderate Concern,14.40%,5.50%,0.06%,0.63%,22.21%,0%,69.84%
51105,"Lee County, Virginia",VIRGINIA,8.04%,15.96%,5.56%,0.81,Very High Vulnerability,0.65,High Concern,37.20%,1.98%,0.17%,0.26%,3.90%,0%,92.90%
51099,"King George County, Virginia",VIRGINIA,6.17%,12.31%,4.21%,0.02,Very Low Vulnerability,0.2,Very Low Concern,15.70%,5.36%,0.14%,1.34%,16.25%,0%,73.42%
51113,"Madison County, Virginia",VIRGINIA,6.12%,11.95%,4.17%,0.16,Very Low Vulnerability,0.32,Low Concern,43.10%,2.89%,0%,0.84%,8.25%,0%,84.65%
51091,"Highland County, Virginia",VIRGINIA,6.78%,13.59%,4.67%,0.06,Very Low Vulnerability,0.33,Low Concern,52.70%,0%,0.14%,0%,0%,0%,99.32%
51550,"Chesapeake city, Virginia",VIRGINIA,6.13%,12.72%,4.19%,0.26,Low Vulnerability,0.07,Very Low Concern,11.90%,6.18%,0.15%,3.06%,29.31%,0.06%,57.43%
51590,"Danville city, Virginia",VIRGINIA,6.72%,13.88%,4.61%,0.96,Very High Vulnerability,0.43,Moderate Concern,0.10%,4.32%,0.08%,1.18%,48.76%,0.08%,42.39%
51540,"Charlottesville city, Virginia",VIRGINIA,5.09%,10.36%,3.49%,0.41,Moderate Vulnerability,0.16,Very Low Concern,6.10%,5.50%,0.22%,7.06%,18.67%,0.07%,65.74%
51570,"Colonial Heights city, Virginia",VIRGINIA,6.82%,14.44%,4.69%,0.57,Moderate Vulnerability,0.25,Low Concern,0.80%,5.87%,0.29%,4.15%,14.64%,0%,72.32%
51600,"Fairfax city, Virginia",VIRGINIA,3.75%,7.55%,2.64%,0.24,Low Vulnerability,0.02,Very Low Concern,7.30%,17.18%,0%,17.17%,4.92%,0%,56.22%
51620,"Franklin city, Virginia",VIRGINIA,6.38%,13.01%,4.34%,0.72,High Vulnerability,0.36,Low Concern,,1.10%,0%,1.26%,56.68%,0%,36.86%
51630,"Fredericksburg city, Virginia",VIRGINIA,5.76%,11.74%,3.95%,0.56,Moderate Vulnerability,0.33,Low Concern,4.70%,10.68%,0.22%,2.67%,20.65%,0.14%,59.42%
51680,"Lynchburg city, Virginia",VIRGINIA,6.68%,14.05%,4.57%,0.74,High Vulnerability,0.31,Low Concern,0.70%,4.17%,0.21%,2.44%,28.36%,0.01%,62.34%
51735,"Poquoson city, Virginia",VIRGINIA,4.81%,9.73%,3.28%,0.01,Very Low Vulnerability,0.07,Very Low Concern,,2.80%,0.08%,2.47%,1.12%,0%,91.44%
51730,"Petersburg city, Virginia",VIRGINIA,6.82%,14.44%,4.69%,0.96,Very High Vulnerability,0.54,Moderate Concern,2.40%,4.90%,0.24%,0.90%,76.29%,0.08%,15.07%
51720,"Norton city, Virginia",VIRGINIA,8.04%,15.96%,5.56%,0.91,Very High Vulnerability,0.44,Moderate Concern,,1.21%,0%,4.63%,3.07%,0%,88.59%
51775,"Salem city, Virginia",VIRGINIA,6.76%,14.06%,4.48%,0.31,Low Vulnerability,0.06,Very Low Concern,5.30%,3.29%,0.13%,1.67%,6.56%,0.09%,85.29%
51830,"Williamsburg city, Virginia",VIRGINIA,4.81%,9.73%,3.28%,0.38,Low Vulnerability,0.34,Low Concern,3.10%,7.05%,0.27%,6.45%,15.05%,0%,67.72%
51790,"Staunton city, Virginia",VIRGINIA,6.78%,13.59%,4.67%,0.44,Moderate Vulnerability,0.22,Low Concern,1.70%,3.11%,0.31%,1.38%,10.96%,0.13%,81.06%
51820,"Waynesboro city, Virginia",VIRGINIA,6.78%,13.59%,4.67%,0.6,High Vulnerability,0.32,Low Concern,0.90%,8.08%,0.41%,1.08%,13.41%,0.33%,75.14%
51750,"Radford city, Virginia",VIRGINIA,6.34%,13.16%,4.32%,0.41,Moderate Vulnerability,0.46,Moderate Concern,7.50%,2.90%,0.02%,1.55%,9.80%,0.02%,83.29%
51800,"Suffolk city, Virginia",VIRGINIA,6.38%,13.01%,4.34%,0.35,Low Vulnerability,0.12,Very Low Concern,27.90%,4.37%,0.17%,1.90%,41.05%,0.02%,49.30%
51760,"Richmond city, Virginia",VIRGINIA,6.11%,13.25%,4.04%,0.77,High Vulnerability,0.4,Moderate Concern,14.60%,6.91%,0.12%,2.09%,46.58%,0.01%,40.80%
51810,"Virginia Beach city, Virginia",VIRGINIA,5.50%,11.40%,3.68%,0.19,Very Low Vulnerability,0.14,Very Low Concern,36.80%,8.17%,0.21%,6.58%,18.42%,0.08%,61.71%
51770,"Roanoke city, Virginia",VIRGINIA,6.76%,14.06%,4.48%,0.8,Very High Vulnerability,0.42,Moderate Concern,7.80%,6.27%,0.21%,2.94%,28.06%,0.02%,58.50%
53015,"Cowlitz County, Washington",WASHINGTON,8.33%,13.30%,6.06%,0.79,High Vulnerability,0.52,Moderate Concern,51.80%,8.97%,1.09%,1.27%,0.71%,0.20%,83.63%
53025,"Grant County, Washington",WASHINGTON,8.49%,13.76%,6.21%,0.85,Very High Vulnerability,0.71,High Concern,47.50%,41.57%,0.87%,0.89%,0.84%,0.03%,53.97%
53035,"Kitsap County, Washington",WASHINGTON,7.31%,11.53%,5.23%,0.28,Low Vulnerability,0.27,Low Concern,53.50%,7.77%,0.85%,4.73%,2.57%,0.80%,76.69%
53027,"Grays Harbor County, Washington",WASHINGTON,8.21%,12.80%,5.99%,0.84,Very High Vulnerability,0.64,High Concern,50.10%,9.96%,3.84%,1.51%,1.12%,0.27%,79.41%
53049,"Pacific County, Washington",WASHINGTON,8.33%,13.30%,6.06%,0.74,High Vulnerability,0.5,Moderate Concern,47.60%,9.78%,2.24%,1.68%,0.35%,0.40%,81.86%
55013,"Burnett County, Wisconsin",WISCONSIN,15.28%,20.39%,9.06%,0.17,Very Low Vulnerability,0.16,Very Low Concern,51.90%,1.86%,4%,0.34%,0.56%,0.01%,90.37%
54095,"Tyler County, West Virginia",WEST VIRGINIA,10.72%,17.10%,8.22%,0.22,Low Vulnerability,0.54,Moderate Concern,17.50%,0.35%,0.20%,0.70%,0.36%,0%,97.47%
55005,"Barron County, Wisconsin",WISCONSIN,16.46%,21.64%,10.04%,0.33,Low Vulnerability,0.17,Very Low Concern,49.50%,2.50%,0.73%,0.69%,1.52%,0%,93.30%
54103,"Wetzel County, West Virginia",WEST VIRGINIA,10.72%,17.10%,8.22%,0.48,Moderate Vulnerability,0.45,Moderate Concern,8.20%,0.86%,0%,0%,1.06%,0%,96.92%
55015,"Calumet County, Wisconsin",WISCONSIN,14.83%,19.55%,8.78%,0.02,Very Low Vulnerability,0.06,Very Low Concern,50.10%,4.29%,0.54%,2.41%,0.84%,0%,90.91%
55023,"Crawford County, Wisconsin",WISCONSIN,16.11%,21.26%,9.59%,0.4,Low Vulnerability,0.23,Low Concern,53.40%,1.54%,0.35%,0.54%,1.91%,0%,94.38%
55021,"Columbia County, Wisconsin",WISCONSIN,15.46%,20.19%,9.24%,0.12,Very Low Vulnerability,0.05,Very Low Concern,58.70%,3.40%,0.45%,0.76%,1.34%,0.03%,92.64%
56033,"Sheridan County, Wyoming",WYOMING,20.50%,26.71%,14.72%,0.09,Very Low Vulnerability,0.45,Moderate Concern,45%,4.22%,1.79%,0.67%,0.22%,0%,91.68%
56041,"Uinta County, Wyoming",WYOMING,21.84%,28.43%,15.84%,0.45,Moderate Vulnerability,0.48,Moderate Concern,38.80%,9.13%,0.65%,0.16%,0.11%,0%,87.52%
56031,"Platte County, Wyoming",WYOMING,22.83%,29.43%,16.87%,0.1,Very Low Vulnerability,0.61,High Concern,35.50%,8.13%,0.01%,1.17%,0.01%,0%,88.50%
56039,"Teton County, Wyoming",WYOMING,20.50%,26.71%,14.72%,0.11,Very Low Vulnerability,0.44,Moderate Concern,78.90%,15.03%,0.33%,1.25%,1.24%,0.12%,81.34%
56025,"Natrona County, Wyoming",WYOMING,22.51%,29.45%,16.40%,0.3,Low Vulnerability,0.44,Moderate Concern,37.20%,8.45%,0.98%,0.58%,1.08%,0.17%,86.69%
56045,"Weston County, Wyoming",WYOMING,22.83%,29.43%,16.87%,0.35,Low Vulnerability,0.51,Moderate Concern,31.10%,1.08%,0.17%,0.77%,0.23%,0.11%,96.37%
56037,"Sweetwater County, Wyoming",WYOMING,21.84%,28.43%,15.84%,0.37,Low Vulnerability,0.56,Moderate Concern,34.80%,15.88%,1.02%,0.74%,1.12%,0.03%,79.56%
56027,"Niobrara County, Wyoming",WYOMING,22.83%,29.43%,16.87%,0.34,Low Vulnerability,0.77,High Concern,26.20%,3.92%,3.30%,0%,0.58%,1.03%,90.63%
56043,"Washakie County, Wyoming",WYOMING,22.83%,29.43%,16.87%,0.37,Low Vulnerability,0.69,High Concern,36.40%,14.23%,0.52%,0%,0.04%,0%,81.90%
56035,"Sublette County, Wyoming",WYOMING,21.84%,28.43%,15.84%,0.03,Very Low Vulnerability,0.55,Moderate Concern,27.50%,7.30%,0.33%,0.07%,0%,0%,89.27%
56029,"Park County, Wyoming",WYOMING,20.50%,26.71%,14.72%,0.07,Very Low Vulnerability,0.45,Moderate Concern,41.70%,5.44%,0.46%,0.53%,0.67%,0%,91.05%
2020,"Anchorage Municipality, Alaska",ALASKA,16.48%,19.81%,11.89%,0.46,Moderate Vulnerability,0.51,Moderate Concern,54.20%,9.17%,7.37%,9.43%,5.28%,2.41%,57.90%
5055,"Greene County, Arkansas",ARKANSAS,21.34%,26.31%,13.91%,0.58,Moderate Vulnerability,0.51,Moderate Concern,33.80%,2.85%,0.27%,0.36%,1.92%,0.03%,93%
4011,"Greenlee County, Arizona",ARIZONA,16.38%,24.42%,12.52%,0.62,High Vulnerability,0.74,High Concern,41%,46.80%,3.58%,0.55%,2.05%,0%,46.62%
1001,"Autauga County, Alabama",ALABAMA,16.85%,22.33%,12.72%,0.44,Moderate Vulnerability,0.61,High Concern,28.80%,2.83%,0.25%,1.03%,19%,0.01%,74.60%
2198,"Prince of Wales-Hyder Census Area, Alaska",ALASKA,23.61%,28.84%,17.04%,0.77,High Vulnerability,0.82,Very High Concern,47.40%,3.86%,38.49%,1.42%,0.45%,0.62%,45.26%
5009,"Boone County, Arkansas",ARKANSAS,20.42%,24.45%,13.46%,0.44,Moderate Vulnerability,0.32,Low Concern,28.40%,2.49%,0.57%,0.37%,0.33%,0.09%,93.87%
1011,"Bullock County, Alabama",ALABAMA,16.76%,23.37%,12.74%,0.89,Very High Vulnerability,0.84,Very High Concern,38.20%,2.56%,0%,0.49%,74.80%,0%,21.38%
5019,"Clark County, Arkansas",ARKANSAS,20.31%,25.02%,13.30%,0.79,High Vulnerability,0.66,High Concern,37.50%,4.73%,0.36%,0.70%,24.24%,0.03%,68.69%
1021,"Chilton County, Alabama",ALABAMA,18.06%,24%,13.83%,0.76,High Vulnerability,0.84,Very High Concern,24%,7.85%,0.09%,0.44%,9.17%,0%,80.13%
1113,"Russell County, Alabama",ALABAMA,16.76%,23.37%,12.74%,0.91,Very High Vulnerability,0.84,Very High Concern,28.40%,5.49%,0.26%,0.87%,43.41%,0.04%,46.07%
5063,"Independence County, Arkansas",ARKANSAS,21.77%,26.54%,14.52%,0.75,High Vulnerability,0.47,Moderate Concern,28%,6.31%,0.19%,0.71%,1.81%,0.02%,88.71%
1085,"Lowndes County, Alabama",ALABAMA,16.85%,22.33%,12.72%,0.92,Very High Vulnerability,0.87,Very High Concern,35.30%,0.50%,0.13%,0%,74.36%,0%,24.66%
1049,"DeKalb County, Alabama",ALABAMA,18.98%,24.59%,14.60%,0.8,Very High Vulnerability,0.8,High Concern,23.90%,14.55%,1.07%,0.12%,1.43%,0.21%,80.44%
1075,"Lamar County, Alabama",ALABAMA,18.55%,24.04%,14.31%,0.63,High Vulnerability,0.77,High Concern,34.50%,1.65%,0.02%,0.12%,10.65%,0%,85.99%
1051,"Elmore County, Alabama",ALABAMA,16.85%,22.33%,12.72%,0.54,Moderate Vulnerability,0.6,High Concern,31.70%,2.96%,0.26%,0.54%,21.23%,0%,73.16%
1105,"Perry County, Alabama",ALABAMA,18.08%,25.26%,13.90%,0.99,Very High Vulnerability,0.9,Very High Concern,37.40%,1.18%,0.03%,0.09%,69.31%,0%,29.34%
1029,"Cleburne County, Alabama",ALABAMA,17.83%,23.50%,13.68%,0.54,Moderate Vulnerability,0.81,Very High Concern,25%,2.46%,0.09%,0.02%,2.75%,0%,92.69%
4027,"Yuma County, Arizona",ARIZONA,14.75%,23.52%,11.22%,0.99,Very High Vulnerability,0.96,Very High Concern,51.90%,63.76%,0.92%,1.19%,1.68%,0.06%,30.97%
5029,"Conway County, Arkansas",ARKANSAS,20.91%,25.76%,13.78%,0.76,High Vulnerability,0.77,High Concern,44.20%,3.92%,0.25%,0.30%,10.26%,0%,81.59%
1041,"Crenshaw County, Alabama",ALABAMA,17.58%,23.04%,13.43%,0.69,High Vulnerability,0.84,Very High Concern,27.10%,0.79%,0.66%,1.26%,23.13%,0.07%,70.98%
1093,"Marion County, Alabama",ALABAMA,18.33%,23.83%,14.12%,0.67,High Vulnerability,0.88,Very High Concern,28.10%,2.60%,0.47%,0.18%,3.43%,0%,91.85%
2275,"Wrangell City and Borough, Alaska",ALASKA,23.61%,28.84%,17.04%,0.56,Moderate Vulnerability,0.79,High Concern,56.20%,5.04%,22.18%,0.72%,0.04%,0.36%,61.87%
1115,"St. Clair County, Alabama",ALABAMA,18.54%,23.62%,14.16%,0.37,Low Vulnerability,0.56,Moderate Concern,28.50%,2.42%,0.35%,0.80%,9.57%,0.01%,85.87%
2122,"Kenai Peninsula Borough, Alaska",ALASKA,18.60%,21.85%,13.73%,0.41,Moderate Vulnerability,0.64,High Concern,43.50%,4.15%,7.72%,1.57%,0.54%,0.33%,79.92%
